source_root	source_path	size_bytes	disposition
../data	arrival_hist/25db/calibration_MXFP8/arrival_hist_bins.csv	7101	external_original_not_selected
../data	arrival_hist/25db/calibration_MXFP8/arrival_hist_layer_summary.csv	2611	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP4/arrival_hist.json	13911	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP4/arrival_hist.png	42711	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP4/arrival_hist_bins.csv	6642	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP4/arrival_hist_layer_summary.csv	2615	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP6_E2M3/arrival_hist.json	14036	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP6_E2M3/arrival_hist.png	42070	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP6_E2M3/arrival_hist_bins.csv	6843	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP6_E2M3/arrival_hist_layer_summary.csv	2622	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP6_E3M2/arrival_hist.json	14001	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP6_E3M2/arrival_hist.png	42101	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP6_E3M2/arrival_hist_bins.csv	6835	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP6_E3M2/arrival_hist_layer_summary.csv	2640	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP8/arrival_hist.json	14043	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP8/arrival_hist.png	38873	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP8/arrival_hist_bins.csv	6929	external_original_not_selected
../data	arrival_hist/27db/calibration_MXFP8/arrival_hist_layer_summary.csv	2652	external_original_not_selected
../data	calib-data/10db/calibration_MXFP4.json	3575872	external_original_not_selected
../data	calib-data/10db/calibration_MXFP6_E2M3.json	3576222	external_original_not_selected
../data	calib-data/10db/calibration_MXFP6_E3M2.json	3577048	external_original_not_selected
../data	calib-data/10db/calibration_MXFP8.json	3580606	external_original_not_selected
../data	calib-data/12db/calibration_MXFP4.json	3575233	external_original_not_selected
../data	calib-data/12db/calibration_MXFP4_fixed_sum.json	3592156	external_original_not_selected
../data	calib-data/12db/calibration_MXFP6_E2M3.json	3575704	external_original_not_selected
../data	calib-data/12db/calibration_MXFP6_E2M3_fixed_sum.json	3592653	external_original_not_selected
../data	calib-data/12db/calibration_MXFP6_E3M2.json	3576695	external_original_not_selected
../data	calib-data/12db/calibration_MXFP6_E3M2_fixed_sum.json	3593625	external_original_not_selected
../data	calib-data/12db/calibration_MXFP8.json	3581054	external_original_not_selected
../data	calib-data/12db/calibration_MXFP8_fixed_sum.json	3597802	external_original_not_selected
../data	calib-data/12db/ppl_results_MXFP8_calibration_fix.json	30127	copied_exactly
